Código Antiguo;Código Vigente;Código Madre Antiguo;Código Madre Nuevo;RegionCodigo;RegionGlosa;SeremiSaludCodigo_ServicioDeSaludCodigo;SeremiSaludGlosa_ServicioDeSaludGlosa;TipoPertenenciaEstabGlosa;TipoEstablecimientoGlosa;Ámbito de Funcionamiento;Nombre Oficial;Certificación;Dependencia Administrativa;NivelAtencionEstabglosa;ComunaCódigo;ComunaGlosa;TipoViaGlosa;Número;Nombredevía;TelefonoMovil_TelefonoFijo;Fecha Inicio Funcionamiento;Tiene Servicio de Urgencia;Tipo de Urgencia;Clasificación Tipo de SAPU;LatitudGlosa;LongitudGlosa;TipoSistemaSaludGlosa;Estado de Funcionamiento;NivelComplejidadEstabGlosa;Tipo de Atención;Fecha de Incorporación a la base
20-448;120448;;;8;Región Del Bíobío;20;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Ralco Lepoy;No Aplica;Municipal;Primario;8314;Alto Biobío;Calle;;Sector Ralco Lepoy;;;NO;No Aplica;No Aplica;-38,062854;-71,356681;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
28-416;128416;;;8;Región Del Bíobío;28;Servicio de Salud Arauco;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;Centro Comunitario de Salud Familiar Antiquina;No Aplica;Municipal;Primario;8203;Cañete;Calle;;Ruta P70 R, Sector Antiquina;413279421;;NO;No Aplica;No Aplica;-38,056818;-73,3989;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
29-439;129439;;;9;Región De La Araucanía;29;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Tricauco;No Aplica;Municipal;Primario;9204;Ercilla;Calle;;Sector Tricauco;;;NO;No Aplica;No Aplica;-38,050932;-72,472737;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
29-437;129437;;;9;Región De La Araucanía;29;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Huitranlebu;No Aplica;Municipal;Primario;9208;Purén;Calle;;Sector Huitranlebu;;;NO;No Aplica;No Aplica;-38,047819;-72,908168;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
29-101;129101;;;9;Región De La Araucanía;29;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital de Purén;No Aplica;Servicio de Salud;Primario;9208;Purén;Calle;1562;Imperial ;452555700;;SI;Urgencia Hospitalaria (UEH);No Aplica;-38,038729;-73,074992;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;
20-450;120450;;;8;Región Del Bíobío;20;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Malla Palmucho;No Aplica;Municipal;Primario;8314;Alto Biobío;Calle;;Sector Malla Palmucho;;;NO;No Aplica;No Aplica;-38,021516;-71,469406;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
28-112;128112;;;8;Región Del Bíobío;28;Servicio de Salud Arauco;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital de Contulmo;No Aplica;Servicio de Salud;Primario;8204;Contulmo;Calle;1075;Las Araucarias;412724150;;SI;Urgencia Hospitalaria (UEH);No Aplica;-38,020181;-73,232263;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;
28-425;128425;;;8;Región Del Bíobío;28;Servicio de Salud Arauco;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Pocuno;No Aplica;Municipal;Primario;8203;Cañete;Calle;;Sector Pocuno;;;NO;No Aplica;No Aplica;-38,020034;-73,345782;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
;201084;;;8;Región Del Bíobío;28;Servicio de Salud Arauco;Perteneciente al Sistema Nacional de Servicios de Salud;Dispositivo Incorporado por Crisis Sanitaria;Establecimiento de Salud ;Anexo Sociosanitario Contulmo;No Aplica;Servicio de Salud;Terciario;8204;Contulmo;Calle;;Las Araucarias s/n, comuna de Contulmo;;09-07-2021;NO;No Aplica;No Aplica;-38,01997377;-73,232;Público ;Vigente en Operación Transitoria;Baja Complejidad;Atención Cerrada-Hospitalaria;
29-412;129412;;;9;Región De La Araucanía;29;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural La Batalla;No Aplica;Municipal;Primario;9202;Collipulli;Calle;;Sector La Batalla;;;NO;No Aplica;No Aplica;-38,018731;-72,079091;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
29-415;129415;;;9;Región De La Araucanía;29;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Chequenco;No Aplica;Municipal;Primario;9204;Ercilla;Calle;;Sector Chequenco;;;NO;No Aplica;No Aplica;-38,010788;-72,501776;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
29-907;200535;29-010;129010;9;Región De La Araucanía;29;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;Centro Comunitario de Salud Familiar Caupolicán;No Aplica;Municipal;Primario;9208;Purén;Calle;;KM 5, Villa Caupolicán;452793323;31-10-2018;NO;No Aplica;No Aplica;-38,010009;-73,027791;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
29-102;129102;;;9;Región De La Araucanía;29;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Consultorio General Rural (CGR);Establecimiento de Salud;Consultorio  Los Sauces;No Aplica;Municipal;Primario;9206;Los Sauces;Calle;601;Ercilla;;;NO;No Aplica;No Aplica;-37,982118;-72,836915;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
29-103;129103;;;9;Región De La Araucanía;29;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Hospital;Establecimiento de Salud;Hospital de Collipulli;No Aplica;Servicio de Salud;Primario;9202;Collipulli;Calle;647;Bulnes ;452552378;06-04-2022;SI;Urgencia Hospitalaria (UEH);No Aplica;-37,960078;-72,435982;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Cerrada-Hospitalaria;
29-403;129403;;;9;Región De La Araucanía;29;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Colonia Manuel Rodríguez;No Aplica;Municipal;Primario;9201;Angol;Calle;;Sector Colonia Manuel Rodríguez;;;NO;No Aplica;No Aplica;-37,959905;-72,571625;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
28-418;128418;;;8;Región Del Bíobío;28;Servicio de Salud Arauco;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Huentelolén;No Aplica;Municipal;Primario;8203;Cañete;Calle;;Sector Huentelolén;;;NO;No Aplica;No Aplica;-37,95894;-73,403664;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
28-426;128426;;;8;Región Del Bíobío;28;Servicio de Salud Arauco;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;Centro Comunitario de Salud Familiar Elicura;No Aplica;Municipal;Primario;8204;Contulmo;Calle;;Los Peumos, Sector Calebu;;;NO;No Aplica;No Aplica;-37,95655;-73,227162;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
29-956;200056;;;9;Región De La Araucanía;9;SEREMI De La Araucanía;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Diálisis;Establecimiento de Salud;Centro de Diálisis VidaDial Collipulli;No Aplica;Privado;No Aplica;9202;Collipulli;Calle;499;Cruz;452811288;24-04-2013;NO;No Aplica;No Aplica;-37,954827;-72,434107;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
29-902;200270;29-010;129010;9;Región De La Araucanía;29;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Familiar (CECOSF);Establecimiento de Salud;Centro Comunitario de Salud Familiar Santa Mónica;No Aplica;Municipal;Primario;9202;Collipulli;Calle;201;Fuerte Curaco;452993079;20-09-2016;NO;No Aplica;No Aplica;-37,94851;-72,445999;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
29-405;129405;;;9;Región De La Araucanía;29;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Coyancahuín;No Aplica;Municipal;Primario;9208;Purén;Calle;;Sector Coyancahuín;;;NO;No Aplica;No Aplica;-37,938799;-73,055129;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
29-408;129408;;;9;Región De La Araucanía;29;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Trintre;No Aplica;Municipal;Primario;9206;Los Sauces;Calle;;Caserío de Trintre;;;NO;No Aplica;No Aplica;-37,925365;-72,743885;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
20-416;120416;;;8;Región Del Bíobío;20;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural El Cisne;No Aplica;Municipal;Primario;8305;Mulchén;Calle;;Sector El Cisne;;;NO;No Aplica;No Aplica;-37,911707;-72,11473;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
28-424;128424;;;8;Región Del Bíobío;28;Servicio de Salud Arauco;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Lloncao;No Aplica;Municipal;Primario;8203;Cañete;Calle;;Caserío de Lloncao;;;NO;No Aplica;No Aplica;-37,898121;-73,440379;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
29-410;129410;;;9;Región De La Araucanía;29;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Maica;No Aplica;Municipal;Primario;9202;Collipulli;Calle;;Sector Maica;;;NO;No Aplica;No Aplica;-37,894694;-72,252573;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
29-585;129585;;;9;Región De La Araucanía;29;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Pivadenco;No Aplica;Municipal;Primario;9206;Los Sauces;Calle;;Sector Pivadenco;;;NO;No Aplica;No Aplica;-37,886889;-72,853276;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
20-312;120312;;;8;Región Del Bíobío;20;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Ralco;Centro de Salud Familiar;Municipal;Primario;8314;Alto Biobío;Calle;;Domingo Salvo;432374151;;NO;No Aplica;No Aplica;-37,880521;-71,637247;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
20-922;200978;20-312;120312;8;Región Del Bíobío;20;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Urgencia Rural (SUR);Establecimiento de Salud;SUR Ralco;No Aplica;Municipal;Primario;8314;Alto Biobío;Calle;;Domingo Salvo;432374151;;SI;Urgencia Ambulatoria (SUR);No Aplica;-37,880521;-71,637247;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
29-407;129407;;;9;Región De La Araucanía;29;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural San Ramón de Los Sauces;No Aplica;Municipal;Primario;9206;Los Sauces;Calle;;Pueblo de San Ramón de los Sauces;;;NO;No Aplica;No Aplica;-37,868817;-72,996894;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
20-444;120444;;;8;Región Del Bíobío;20;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Callaqui;No Aplica;Municipal;Primario;8314;Alto Biobío;Calle;;Sector Callaqui;;;NO;No Aplica;No Aplica;-37,855759;-71,67115;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
29-400;129400;;;9;Región De La Araucanía;29;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Vegas Blancas;No Aplica;Municipal;Primario;9201;Angol;Calle;;Sector Vegas Blancas;;;NO;No Aplica;No Aplica;-37,822366;-72,906746;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
20-441;120441;;;8;Región Del Bíobío;20;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Pitril;No Aplica;Municipal;Primario;8314;Alto Biobío;Calle;;Caserío Los Canelos;;;NO;No Aplica;No Aplica;-37,819471;-71,55706;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
29-301;129301;;;9;Región De La Araucanía;29;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Huequén;Centro de Salud Familiar;Municipal;Primario;9201;Angol;Calle;;Camino Los Sauces ;800500901;;NO;No Aplica;No Aplica;-37,818832;-72,673257;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
29-900;200174;29-301;129301;9;Región De La Araucanía;29;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia (SAPU);Establecimiento de Salud;SAPU Huequén;No Aplica;Municipal;Primario;9201;Angol;Calle;71;Camino Los Sauces;452996300;;SI;Urgencia Ambulatoria (SAPU);Corto;-37,818657;-72,673105;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
28-415;128415;;;8;Región Del Bíobío;28;Servicio de Salud Arauco;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Cayucupil;No Aplica;Municipal;Primario;8203;Cañete;Calle;;Sector Cayucupil;;;NO;No Aplica;No Aplica;-37,813178;-73,26101;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
29-906;200512;;;9;Región De La Araucanía;9;SEREMI De La Araucanía;No Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Privado;Establecimiento de Salud;Centro de Diagnóstico e Imágenes del Sur - CEDISUR SpA;No Aplica;Privado;Secundario;9201;Angol;Avenida;1732;Bernardo O’Higgins ;452734501;28-08-2018;NO;No Aplica;No Aplica;-37,810855;-72,684524;Privado;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
29-303;129303;;;9;Región De La Araucanía;29;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Centro de Salud Familiar (CESFAM);Establecimiento de Salud;Centro de Salud Familiar Alemania de Angol;Centro de Salud Familiar;Municipal;Primario;9201;Angol;Calle;445;Baviera ;800500903;;NO;No Aplica;No Aplica;-37,810594;-72,693266;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
28-446;128446;;;8;Región Del Bíobío;28;Servicio de Salud Arauco;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Pangueco (Cañete);No Aplica;Municipal;Primario;8203;Cañete;Calle;;Sector Pangueco;;;NO;No Aplica;No Aplica;-37,809964;-73,441912;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
28-408;128408;;;8;Región Del Bíobío;28;Servicio de Salud Arauco;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Pangue;No Aplica;Municipal;Primario;8206;Los Álamos;Calle;;Sector Pague;;;NO;No Aplica;No Aplica;-37,809144;-73,494325;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
29-803;129803;29-303;129303;9;Región De La Araucanía;29;Servicio de Salud Araucanía Norte;Perteneciente al Sistema Nacional de Servicios de Salud;Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR);Establecimiento de Salud;SAR Alemania;No Aplica;Municipal;Primario;9201;Angol;Calle;302;Baviera ;452717374;;SI;Urgencia Ambulatoria (SAR);No Aplica;-37,808995;-72,692728;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
20-470;120470;;;8;Región Del Bíobío;20;Servicio de Salud Biobío;Perteneciente al Sistema Nacional de Servicios de Salud;Posta de Salud Rural (PSR);Establecimiento de Salud;Posta de Salud Rural Alhuelemu;No Aplica;Municipal;Primario;8305;Mulchén;Calle;;Sector Alhuelemu;;;NO;No Aplica;No Aplica;-37,807553;-72,403473;Público ;Vigente en Operación Habitual;Baja Complejidad;Atención Abierta-Ambulatoria;
28-217;128217;;;8;Región Del Bíobío;8;SEREMI Del Biobío;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;Laboratorio Clínico Bio-Test;No Aplica;Privado;No Aplica;8203;Cañete;Calle;156-A;Lautaro;;01-01-2009;NO;No Aplica;No Aplica;-37,804899;-73,401907;Privado;Vigente en Operación Habitual;;No Aplica;
28-611;128611;28-111;128111;8;Región Del Bíobío;28;Servicio de Salud Arauco;Perteneciente al Sistema Nacional de Servicios de Salud;Centro Comunitario de Salud Mental  (COSAM);Unidad de Atención;COSAM Cañete;No Aplica;Servicio de Salud;Secundario;8203;Cañete;Calle;464;Saavedra ;412612894;;NO;No Aplica;No Aplica;-37,802701;-73,400388;Público ;Vigente en Operación Habitual;Mediana Complejidad;Atención Abierta-Ambulatoria;
29-903;200412;;;9;Región De La Araucanía;9;SEREMI De La Araucanía;No Perteneciente al Sistema Nacional de Servicios de Salud;Laboratorio Clínico;Establecimiento de Salud;Laboratorio Clínico Cordillera - Sala Externa de Toma de Muestras;No Aplica;Privado;No Aplica;9201;Angol;Calle;211;Vergara, Box Nº 5;432210284;12-12-2014;NO;No Aplica;No Aplica;-37,800432;-72,711931;Privado;Vigente en Operación Habitual;;No Aplica;
